path,campaign,rows,n_columns,size_kb,mtime,config_sidecar,has_splits_hash,has_coordinate,status_counts
l1/l1_baf_ot_ple_3_months.parquet,l1,5,18,10.3,2026-07-16T18:58:32,False,False,False,
l1/l1_baf_ot_ple_3_seq.parquet,l1,32,12,7.2,2026-07-16T18:58:32,False,False,False,
l1/l1_baf_ot_ple_4_attr.parquet,l1,125,10,7.2,2026-07-16T18:58:32,False,False,False,
l1/l1_baf_ot_ple_4_months.parquet,l1,5,18,10.3,2026-07-16T18:58:32,False,False,False,
l1/l1_baf_ot_ple_4_seq.parquet,l1,32,12,7.2,2026-07-16T18:58:32,False,False,False,
l1_variants/l1_baf-v1_ot_ple_0_attr.parquet,l1_variants,125,10,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v1_ot_ple_0_months.parquet,l1_variants,5,18,10.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v1_ot_ple_0_seq.parquet,l1_variants,32,12,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v1_ot_ple_1_attr.parquet,l1_variants,125,10,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v1_ot_ple_1_months.parquet,l1_variants,5,18,10.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v1_ot_ple_1_seq.parquet,l1_variants,32,12,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v1_ot_ple_2_attr.parquet,l1_variants,125,10,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v1_ot_ple_2_months.parquet,l1_variants,5,18,10.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v1_ot_ple_2_seq.parquet,l1_variants,32,12,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v1_ot_ple_3_attr.parquet,l1_variants,125,10,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v1_ot_ple_3_months.parquet,l1_variants,5,18,10.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v1_ot_ple_3_seq.parquet,l1_variants,32,12,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v1_ot_ple_4_attr.parquet,l1_variants,125,10,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v1_ot_ple_4_months.parquet,l1_variants,5,18,10.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v1_ot_ple_4_seq.parquet,l1_variants,32,12,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v2_ot_ple_0_attr.parquet,l1_variants,125,10,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v2_ot_ple_0_months.parquet,l1_variants,5,18,10.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v2_ot_ple_0_seq.parquet,l1_variants,32,12,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v2_ot_ple_1_attr.parquet,l1_variants,125,10,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v2_ot_ple_1_months.parquet,l1_variants,5,18,10.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v2_ot_ple_1_seq.parquet,l1_variants,32,12,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v2_ot_ple_2_attr.parquet,l1_variants,125,10,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v2_ot_ple_2_months.parquet,l1_variants,5,18,10.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v2_ot_ple_2_seq.parquet,l1_variants,32,12,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v2_ot_ple_3_attr.parquet,l1_variants,125,10,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v2_ot_ple_3_months.parquet,l1_variants,5,18,10.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v2_ot_ple_3_seq.parquet,l1_variants,32,12,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v2_ot_ple_4_attr.parquet,l1_variants,125,10,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v2_ot_ple_4_months.parquet,l1_variants,5,18,10.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v2_ot_ple_4_seq.parquet,l1_variants,32,12,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v3_ot_ple_0_attr.parquet,l1_variants,135,10,7.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v3_ot_ple_0_months.parquet,l1_variants,5,18,10.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v3_ot_ple_0_seq.parquet,l1_variants,36,12,7.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v3_ot_ple_1_attr.parquet,l1_variants,135,10,7.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v3_ot_ple_1_months.parquet,l1_variants,5,18,10.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v3_ot_ple_1_seq.parquet,l1_variants,36,12,7.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v3_ot_ple_2_attr.parquet,l1_variants,135,10,7.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v3_ot_ple_2_months.parquet,l1_variants,5,18,10.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v3_ot_ple_2_seq.parquet,l1_variants,36,12,7.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v3_ot_ple_3_attr.parquet,l1_variants,135,10,7.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v3_ot_ple_3_months.parquet,l1_variants,5,18,10.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v3_ot_ple_3_seq.parquet,l1_variants,36,12,7.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v3_ot_ple_4_attr.parquet,l1_variants,135,10,7.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v3_ot_ple_4_months.parquet,l1_variants,5,18,10.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v3_ot_ple_4_seq.parquet,l1_variants,36,12,7.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v4_ot_ple_0_attr.parquet,l1_variants,125,10,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v4_ot_ple_0_months.parquet,l1_variants,5,18,10.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v4_ot_ple_0_seq.parquet,l1_variants,36,12,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v4_ot_ple_1_attr.parquet,l1_variants,125,10,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v4_ot_ple_1_months.parquet,l1_variants,5,18,10.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v4_ot_ple_1_seq.parquet,l1_variants,36,12,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v4_ot_ple_2_attr.parquet,l1_variants,125,10,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v4_ot_ple_2_months.parquet,l1_variants,5,18,10.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v4_ot_ple_2_seq.parquet,l1_variants,36,12,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v4_ot_ple_3_attr.parquet,l1_variants,125,10,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v4_ot_ple_3_months.parquet,l1_variants,5,18,10.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v4_ot_ple_3_seq.parquet,l1_variants,36,12,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v4_ot_ple_4_attr.parquet,l1_variants,125,10,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v4_ot_ple_4_months.parquet,l1_variants,5,18,10.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v4_ot_ple_4_seq.parquet,l1_variants,36,12,7.2,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v5_ot_ple_0_attr.parquet,l1_variants,135,10,7.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v5_ot_ple_0_months.parquet,l1_variants,5,18,10.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v5_ot_ple_0_seq.parquet,l1_variants,36,12,7.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v5_ot_ple_1_attr.parquet,l1_variants,135,10,7.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v5_ot_ple_1_months.parquet,l1_variants,5,18,10.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v5_ot_ple_1_seq.parquet,l1_variants,36,12,7.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v5_ot_ple_2_attr.parquet,l1_variants,135,10,7.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v5_ot_ple_2_months.parquet,l1_variants,5,18,10.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v5_ot_ple_2_seq.parquet,l1_variants,36,12,7.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v5_ot_ple_3_attr.parquet,l1_variants,135,10,7.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v5_ot_ple_3_months.parquet,l1_variants,5,18,10.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v5_ot_ple_3_seq.parquet,l1_variants,36,12,7.4,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v5_ot_ple_4_attr.parquet,l1_variants,135,10,7.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v5_ot_ple_4_months.parquet,l1_variants,5,18,10.3,2026-07-17T20:48:05,False,False,False,
l1_variants/l1_baf-v5_ot_ple_4_seq.parquet,l1_variants,36,12,7.3,2026-07-17T20:48:05,False,False,False,
s1/s1_adult_0_cuts.parquet,s1,18,13,8.1,2026-07-16T23:51:28,False,False,False,
s1/s1_adult_0_perf.parquet,s1,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1/s1_adult_1_cuts.parquet,s1,18,13,8.1,2026-07-16T23:51:28,False,False,False,
s1/s1_adult_1_perf.parquet,s1,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1/s1_adult_2_cuts.parquet,s1,18,13,8.1,2026-07-16T23:51:28,False,False,False,
s1/s1_adult_2_perf.parquet,s1,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1/s1_adult_3_cuts.parquet,s1,18,13,8.1,2026-07-16T23:51:28,False,False,False,
s1/s1_adult_3_perf.parquet,s1,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1/s1_adult_4_cuts.parquet,s1,18,13,8.1,2026-07-16T23:51:28,False,False,False,
s1/s1_adult_4_perf.parquet,s1,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1/s1_german_0_cuts.parquet,s1,21,13,8.2,2026-07-16T23:51:28,False,False,False,
s1/s1_german_0_perf.parquet,s1,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1/s1_german_1_cuts.parquet,s1,21,13,8.2,2026-07-16T23:51:28,False,False,False,
s1/s1_german_1_perf.parquet,s1,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1/s1_german_2_cuts.parquet,s1,21,13,8.2,2026-07-16T23:51:28,False,False,False,
s1/s1_german_2_perf.parquet,s1,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1/s1_german_3_cuts.parquet,s1,21,13,8.2,2026-07-16T23:51:28,False,False,False,
s1/s1_german_3_perf.parquet,s1,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1/s1_german_4_cuts.parquet,s1,21,13,8.2,2026-07-16T23:51:28,False,False,False,
s1/s1_german_4_perf.parquet,s1,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1/s1_gmsc_0_cuts.parquet,s1,30,13,8.2,2026-07-16T23:51:28,False,False,False,
s1/s1_gmsc_0_perf.parquet,s1,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1/s1_gmsc_1_cuts.parquet,s1,30,13,8.2,2026-07-16T23:51:28,False,False,False,
s1/s1_gmsc_1_perf.parquet,s1,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1/s1_gmsc_2_cuts.parquet,s1,30,13,8.2,2026-07-16T23:51:28,False,False,False,
s1/s1_gmsc_2_perf.parquet,s1,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1/s1_gmsc_3_cuts.parquet,s1,30,13,8.2,2026-07-16T23:51:28,False,False,False,
s1/s1_gmsc_3_perf.parquet,s1,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1/s1_gmsc_4_cuts.parquet,s1,30,13,8.2,2026-07-16T23:51:28,False,False,False,
s1/s1_gmsc_4_perf.parquet,s1,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1/s1_taiwan_0_cuts.parquet,s1,69,13,9.1,2026-07-16T23:51:28,False,False,False,
s1/s1_taiwan_0_perf.parquet,s1,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1/s1_taiwan_1_cuts.parquet,s1,69,13,9.1,2026-07-16T23:51:28,False,False,False,
s1/s1_taiwan_1_perf.parquet,s1,60,12,8.9,2026-07-16T23:51:28,False,False,False,
s1/s1_taiwan_2_cuts.parquet,s1,69,13,9.2,2026-07-16T23:51:28,False,False,False,
s1/s1_taiwan_2_perf.parquet,s1,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1/s1_taiwan_3_cuts.parquet,s1,69,13,9.2,2026-07-16T23:51:28,False,False,False,
s1/s1_taiwan_3_perf.parquet,s1,60,12,8.9,2026-07-16T23:51:28,False,False,False,
s1/s1_taiwan_4_cuts.parquet,s1,69,13,9.2,2026-07-16T23:51:28,False,False,False,
s1/s1_taiwan_4_perf.parquet,s1,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1_fixcount/s1_adult_0_cuts.parquet,s1_fixcount,6,13,7.8,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_adult_0_perf.parquet,s1_fixcount,20,12,7.7,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_adult_1_cuts.parquet,s1_fixcount,6,13,7.8,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_adult_1_perf.parquet,s1_fixcount,20,12,7.7,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_adult_2_cuts.parquet,s1_fixcount,6,13,7.8,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_adult_2_perf.parquet,s1_fixcount,20,12,7.7,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_adult_3_cuts.parquet,s1_fixcount,6,13,7.8,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_adult_3_perf.parquet,s1_fixcount,20,12,7.7,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_adult_4_cuts.parquet,s1_fixcount,6,13,7.8,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_adult_4_perf.parquet,s1_fixcount,20,12,7.7,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_german_0_cuts.parquet,s1_fixcount,7,13,7.9,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_german_0_perf.parquet,s1_fixcount,20,12,7.7,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_german_1_cuts.parquet,s1_fixcount,7,13,7.8,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_german_1_perf.parquet,s1_fixcount,20,12,7.7,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_german_2_cuts.parquet,s1_fixcount,7,13,7.8,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_german_2_perf.parquet,s1_fixcount,20,12,7.7,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_german_3_cuts.parquet,s1_fixcount,7,13,7.8,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_german_3_perf.parquet,s1_fixcount,20,12,7.7,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_german_4_cuts.parquet,s1_fixcount,7,13,7.8,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_german_4_perf.parquet,s1_fixcount,20,12,7.7,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_gmsc_0_cuts.parquet,s1_fixcount,10,13,7.9,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_gmsc_0_perf.parquet,s1_fixcount,20,12,7.7,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_gmsc_1_cuts.parquet,s1_fixcount,10,13,7.9,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_gmsc_1_perf.parquet,s1_fixcount,20,12,7.7,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_gmsc_2_cuts.parquet,s1_fixcount,10,13,7.9,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_gmsc_2_perf.parquet,s1_fixcount,20,12,7.7,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_gmsc_3_cuts.parquet,s1_fixcount,10,13,7.9,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_gmsc_3_perf.parquet,s1_fixcount,20,12,7.7,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_gmsc_4_cuts.parquet,s1_fixcount,10,13,7.9,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_gmsc_4_perf.parquet,s1_fixcount,20,12,7.7,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_taiwan_0_cuts.parquet,s1_fixcount,23,13,8.2,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_taiwan_0_perf.parquet,s1_fixcount,20,12,7.8,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_taiwan_1_cuts.parquet,s1_fixcount,23,13,8.1,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_taiwan_1_perf.parquet,s1_fixcount,20,12,7.8,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_taiwan_2_cuts.parquet,s1_fixcount,23,13,8.1,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_taiwan_2_perf.parquet,s1_fixcount,20,12,7.8,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_taiwan_3_cuts.parquet,s1_fixcount,23,13,8.1,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_taiwan_3_perf.parquet,s1_fixcount,20,12,7.8,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_taiwan_4_cuts.parquet,s1_fixcount,23,13,8.2,2026-07-21T21:27:04,False,False,False,
s1_fixcount/s1_taiwan_4_perf.parquet,s1_fixcount,20,12,7.8,2026-07-21T21:27:04,False,False,False,
s1_fixcount2/s1_adult_0_cuts.parquet,s1_fixcount2,6,13,7.9,2026-07-23T20:30:15,False,False,False,
s1_fixcount2/s1_adult_0_perf.parquet,s1_fixcount2,20,12,7.7,2026-07-23T20:30:15,False,False,False,
s1_fixcount2/s1_adult_1_cuts.parquet,s1_fixcount2,6,13,7.9,2026-07-23T20:30:15,False,False,False,
s1_fixcount2/s1_adult_1_perf.parquet,s1_fixcount2,20,12,7.7,2026-07-23T20:30:15,False,False,False,
s1_fixcount2/s1_adult_2_cuts.parquet,s1_fixcount2,6,13,7.9,2026-07-23T20:30:15,False,False,False,
s1_fixcount2/s1_adult_2_perf.parquet,s1_fixcount2,20,12,7.7,2026-07-23T20:30:15,False,False,False,
s1_fixcount2/s1_adult_3_cuts.parquet,s1_fixcount2,6,13,7.9,2026-07-23T20:30:15,False,False,False,
s1_fixcount2/s1_adult_3_perf.parquet,s1_fixcount2,20,12,7.7,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_adult_4_cuts.parquet,s1_fixcount2,6,13,7.9,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_adult_4_perf.parquet,s1_fixcount2,20,12,7.7,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_german_0_cuts.parquet,s1_fixcount2,7,13,7.9,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_german_0_perf.parquet,s1_fixcount2,20,12,7.8,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_german_1_cuts.parquet,s1_fixcount2,7,13,7.9,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_german_1_perf.parquet,s1_fixcount2,20,12,7.8,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_german_2_cuts.parquet,s1_fixcount2,7,13,7.9,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_german_2_perf.parquet,s1_fixcount2,20,12,7.7,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_german_3_cuts.parquet,s1_fixcount2,7,13,7.9,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_german_3_perf.parquet,s1_fixcount2,20,12,7.7,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_german_4_cuts.parquet,s1_fixcount2,7,13,7.9,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_german_4_perf.parquet,s1_fixcount2,20,12,7.7,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_gmsc_0_cuts.parquet,s1_fixcount2,10,13,7.9,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_gmsc_0_perf.parquet,s1_fixcount2,20,12,7.7,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_gmsc_1_cuts.parquet,s1_fixcount2,10,13,8.0,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_gmsc_1_perf.parquet,s1_fixcount2,20,12,7.7,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_gmsc_2_cuts.parquet,s1_fixcount2,10,13,7.9,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_gmsc_2_perf.parquet,s1_fixcount2,20,12,7.7,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_gmsc_3_cuts.parquet,s1_fixcount2,10,13,7.9,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_gmsc_3_perf.parquet,s1_fixcount2,20,12,7.7,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_gmsc_4_cuts.parquet,s1_fixcount2,10,13,7.9,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_gmsc_4_perf.parquet,s1_fixcount2,20,12,7.7,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_taiwan_0_cuts.parquet,s1_fixcount2,23,13,8.3,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_taiwan_0_perf.parquet,s1_fixcount2,20,12,7.8,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_taiwan_1_cuts.parquet,s1_fixcount2,23,13,8.3,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_taiwan_1_perf.parquet,s1_fixcount2,20,12,7.8,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_taiwan_2_cuts.parquet,s1_fixcount2,23,13,8.3,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_taiwan_2_perf.parquet,s1_fixcount2,20,12,7.8,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_taiwan_3_cuts.parquet,s1_fixcount2,23,13,8.4,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_taiwan_3_perf.parquet,s1_fixcount2,20,12,7.8,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_taiwan_4_cuts.parquet,s1_fixcount2,23,13,8.3,2026-07-23T20:30:16,False,False,False,
s1_fixcount2/s1_taiwan_4_perf.parquet,s1_fixcount2,20,12,7.8,2026-07-23T20:30:16,False,False,False,
s1_fixseed/s1_adult_0_cuts.parquet,s1_fixseed,18,13,8.1,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_adult_0_perf.parquet,s1_fixseed,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_adult_1_cuts.parquet,s1_fixseed,18,13,8.1,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_adult_1_perf.parquet,s1_fixseed,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_adult_2_cuts.parquet,s1_fixseed,18,13,8.1,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_adult_2_perf.parquet,s1_fixseed,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_adult_3_cuts.parquet,s1_fixseed,18,13,8.1,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_adult_3_perf.parquet,s1_fixseed,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_adult_4_cuts.parquet,s1_fixseed,18,13,8.1,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_adult_4_perf.parquet,s1_fixseed,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_german_0_cuts.parquet,s1_fixseed,21,13,8.2,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_german_0_perf.parquet,s1_fixseed,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_german_1_cuts.parquet,s1_fixseed,21,13,8.2,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_german_1_perf.parquet,s1_fixseed,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_german_2_cuts.parquet,s1_fixseed,21,13,8.2,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_german_2_perf.parquet,s1_fixseed,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_german_3_cuts.parquet,s1_fixseed,21,13,8.2,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_german_3_perf.parquet,s1_fixseed,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_german_4_cuts.parquet,s1_fixseed,21,13,8.2,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_german_4_perf.parquet,s1_fixseed,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_gmsc_0_cuts.parquet,s1_fixseed,30,13,8.2,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_gmsc_0_perf.parquet,s1_fixseed,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_gmsc_1_cuts.parquet,s1_fixseed,30,13,8.2,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_gmsc_1_perf.parquet,s1_fixseed,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_gmsc_2_cuts.parquet,s1_fixseed,30,13,8.1,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_gmsc_2_perf.parquet,s1_fixseed,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_gmsc_3_cuts.parquet,s1_fixseed,30,13,8.2,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_gmsc_3_perf.parquet,s1_fixseed,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_gmsc_4_cuts.parquet,s1_fixseed,30,13,8.2,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_gmsc_4_perf.parquet,s1_fixseed,60,12,8.8,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_taiwan_0_cuts.parquet,s1_fixseed,69,13,9.1,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_taiwan_0_perf.parquet,s1_fixseed,60,12,8.9,2026-07-16T23:51:28,False,False,False,
s1_fixseed/s1_taiwan_1_cuts.parquet,s1_fixseed,69,13,9.1,2026-07-16T23:51:28,False,False,False,
